_value,environment,host
243,intel,intel-111
194,intel,intel-111
236,intel,intel-111
220,intel,intel-111
238,intel,intel-111
252,intel,intel-111
215,intel,intel-111
228,intel,intel-111
282,intel,intel-111
279,intel,intel-111
262,intel,intel-111
274,intel,intel-111
229,intel,intel-111
233,intel,intel-111
239,intel,intel-111
261,intel,intel-111
198,intel,intel-111
244,intel,intel-111
234,intel,intel-111
245,intel,intel-111
270,intel,intel-111
262,intel,intel-111
204,intel,intel-111
256,intel,intel-111
265,intel,intel-111
228,intel,intel-111
275,intel,intel-111
285,intel,intel-111
276,intel,intel-111
242,intel,intel-111
279,intel,intel-111
257,intel,intel-111
270,intel,intel-111
286,intel,intel-111
266,intel,intel-111
271,intel,intel-111
272,intel,intel-111
263,intel,intel-111
253,intel,intel-111
247,intel,intel-111
287,intel,intel-111
268,intel,intel-111
284,intel,intel-111
280,intel,intel-111
269,intel,intel-111
287,intel,intel-111
269,intel,intel-111
260,intel,intel-111
271,intel,intel-111
261,intel,intel-111
283,intel,intel-111
247,intel,intel-111
256,intel,intel-111
272,intel,intel-111
292,intel,intel-111
279,intel,intel-111
244,intel,intel-111
261,intel,intel-111
264,intel,intel-111
216,intel,intel-111
241,intel,intel-111
248,intel,intel-111
197,intel,intel-111
263,intel,intel-111
226,intel,intel-111
204,intel,intel-111
217,intel,intel-111
258,intel,intel-111
224,intel,intel-111
281,intel,intel-111
242,intel,intel-111
240,intel,intel-111
269,intel,intel-111
259,intel,intel-111
261,intel,intel-111
261,intel,intel-111
275,intel,intel-111
262,intel,intel-111
262,intel,intel-111
244,intel,intel-111
248,intel,intel-111
280,intel,intel-111
262,intel,intel-111
176,intel,intel-111
259,intel,intel-111
243,intel,intel-111
260,intel,intel-111
232,intel,intel-111
240,intel,intel-111
247,intel,intel-111
286,intel,intel-111
280,intel,intel-111
235,intel,intel-111
264,intel,intel-111
235,intel,intel-111
229,intel,intel-111
247,intel,intel-111
238,intel,intel-111
226,intel,intel-111
217,intel,intel-111
227,intel,intel-111
248,intel,intel-111
197,intel,intel-111
268,intel,intel-111
203,intel,intel-111
224,intel,intel-111
259,intel,intel-111
272,intel,intel-111
227,intel,intel-111
219,intel,intel-111
227,intel,intel-111
190,intel,intel-111
196,intel,intel-111
262,intel,intel-111
230,intel,intel-111
210,intel,intel-111
252,intel,intel-111
215,intel,intel-111
207,intel,intel-111
240,intel,intel-111
249,intel,intel-111
183,intel,intel-111
240,intel,intel-111
251,intel,intel-111
236,intel,intel-111
250,intel,intel-111
252,intel,intel-111
252,intel,intel-111
260,intel,intel-111
247,intel,intel-111
206,intel,intel-111
223,intel,intel-111
216,intel,intel-111
230,intel,intel-111
247,intel,intel-111
235,intel,intel-111
270,intel,intel-111
245,intel,intel-111
251,intel,intel-111
202,intel,intel-111
218,intel,intel-111
215,intel,intel-111
197,intel,intel-111
251,intel,intel-111
242,intel,intel-111
239,intel,intel-111
231,intel,intel-111
254,intel,intel-111
212,intel,intel-111
251,intel,intel-111
225,intel,intel-111
194,intel,intel-111
269,intel,intel-111
245,intel,intel-111
213,intel,intel-111
185,intel,intel-111
218,intel,intel-111
230,intel,intel-111
228,intel,intel-111
258,intel,intel-111
226,intel,intel-111
271,intel,intel-111
236,intel,intel-111
227,intel,intel-111
204,intel,intel-111
246,intel,intel-111
235,intel,intel-111
194,intel,intel-111
188,intel,intel-111
225,intel,intel-111
180,intel,intel-111
197,intel,intel-111
246,intel,intel-111
227,intel,intel-111
234,intel,intel-111
200,intel,intel-111
206,intel,intel-111
196,intel,intel-111
226,intel,intel-111
227,intel,intel-111
223,intel,intel-111
188,intel,intel-111
220,intel,intel-111
242,intel,intel-111
269,intel,intel-111
231,intel,intel-111
211,intel,intel-111
206,intel,intel-111
234,intel,intel-111
233,intel,intel-111
201,intel,intel-111
214,intel,intel-111
231,intel,intel-111
220,intel,intel-111
234,intel,intel-111
233,intel,intel-111
206,intel,intel-111
218,intel,intel-111
236,intel,intel-111
219,intel,intel-111
214,intel,intel-111
235,intel,intel-111
202,intel,intel-111
216,intel,intel-111
198,intel,intel-111
199,intel,intel-111
239,intel,intel-111
171,intel,intel-111
190,intel,intel-111
207,intel,intel-111
248,intel,intel-111
189,intel,intel-111
219,intel,intel-111
176,intel,intel-111
244,intel,intel-111
236,intel,intel-111
223,intel,intel-111
180,intel,intel-111
204,intel,intel-111
216,intel,intel-111
234,intel,intel-111
252,intel,intel-111
202,intel,intel-111
199,intel,intel-111
250,intel,intel-111
177,intel,intel-111
192,intel,intel-111
197,intel,intel-111
166,intel,intel-111
216,intel,intel-111
242,intel,intel-111
146,intel,intel-111
205,intel,intel-111
197,intel,intel-111
176,intel,intel-111
252,intel,intel-111
174,intel,intel-111
177,intel,intel-111
199,intel,intel-111
180,intel,intel-111
165,intel,intel-111
189,intel,intel-111
207,intel,intel-111
191,intel,intel-111
187,intel,intel-111
198,intel,intel-111
189,intel,intel-111
171,intel,intel-111
156,intel,intel-111
176,intel,intel-111
169,intel,intel-111
190,intel,intel-111
165,intel,intel-111
164,intel,intel-111
206,intel,intel-111
185,intel,intel-111
147,intel,intel-111
176,intel,intel-111
184,intel,intel-111
207,intel,intel-111
201,intel,intel-111
196,intel,intel-111
202,intel,intel-111
216,intel,intel-111
166,intel,intel-111
198,intel,intel-111
184,intel,intel-111
213,intel,intel-111
198,intel,intel-111
250,intel,intel-111
216,intel,intel-111
167,intel,intel-111
219,intel,intel-111
205,intel,intel-111
168,intel,intel-111
198,intel,intel-111
186,intel,intel-111
157,intel,intel-111
168,intel,intel-111
190,intel,intel-111
204,intel,intel-111
177,intel,intel-111
246,intel,intel-111
206,intel,intel-111
192,intel,intel-111
201,intel,intel-111
186,intel,intel-111
192,intel,intel-111
190,intel,intel-111
207,intel,intel-111
204,intel,intel-111
191,intel,intel-111
159,intel,intel-111
118,intel,intel-111
196,intel,intel-111
199,intel,intel-111
202,intel,intel-111
189,intel,intel-111
225,intel,intel-111
194,intel,intel-111
206,intel,intel-111
215,intel,intel-111
218,intel,intel-111
254,intel,intel-111
219,intel,intel-111
222,intel,intel-111
145,intel,intel-111
235,intel,intel-111
199,intel,intel-111
193,intel,intel-111
172,intel,intel-111
190,intel,intel-111
201,intel,intel-111
164,intel,intel-111
154,intel,intel-111
168,intel,intel-111
208,intel,intel-111
196,intel,intel-111
224,intel,intel-111
184,intel,intel-111
226,intel,intel-111
207,intel,intel-111
266,intel,intel-111
118,intel,intel-111
199,intel,intel-111
231,intel,intel-111
183,intel,intel-111
185,intel,intel-111
183,intel,intel-111
173,intel,intel-111
228,intel,intel-111
209,intel,intel-111
207,intel,intel-111
234,intel,intel-111
189,intel,intel-111
190,intel,intel-111
186,intel,intel-111
225,intel,intel-111
222,intel,intel-111
211,intel,intel-111
230,intel,intel-111
229,intel,intel-111
252,intel,intel-111
234,intel,intel-111
220,intel,intel-111
248,intel,intel-111
208,intel,intel-111
240,intel,intel-111
206,intel,intel-111
233,intel,intel-111
229,intel,intel-111
199,intel,intel-111
192,intel,intel-111
174,intel,intel-111
197,intel,intel-111
224,intel,intel-111
174,intel,intel-111
231,intel,intel-111
217,intel,intel-111
253,intel,intel-111
276,intel,intel-111
195,intel,intel-111
135,intel,intel-111
222,intel,intel-111
246,intel,intel-111
186,intel,intel-111
237,intel,intel-111
158,intel,intel-111
217,intel,intel-111
177,intel,intel-111
199,intel,intel-111
196,intel,intel-111
224,intel,intel-111
117,intel,intel-111
190,intel,intel-111
152,intel,intel-111
190,intel,intel-111
208,intel,intel-111
206,intel,intel-111
181,intel,intel-111
215,intel,intel-111
187,intel,intel-111
165,intel,intel-111
168,intel,intel-111
210,intel,intel-111
153,intel,intel-111
171,intel,intel-111
219,intel,intel-111
191,intel,intel-111
222,intel,intel-111
251,intel,intel-111
223,intel,intel-111
220,intel,intel-111
222,intel,intel-111
253,intel,intel-111
207,intel,intel-111
248,intel,intel-111
232,intel,intel-111
213,intel,intel-111
190,intel,intel-111
235,intel,intel-111
230,intel,intel-111
206,intel,intel-111
250,intel,intel-111
214,intel,intel-111
232,intel,intel-111
239,intel,intel-111
199,intel,intel-111
162,intel,intel-111
214,intel,intel-111
212,intel,intel-111
217,intel,intel-111
197,intel,intel-111
253,intel,intel-111
243,intel,intel-111
204,intel,intel-111
204,intel,intel-111
216,intel,intel-111
193,intel,intel-111
223,intel,intel-111
214,intel,intel-111
226,intel,intel-111
230,intel,intel-111
221,intel,intel-111
255,intel,intel-111
204,intel,intel-111
192,intel,intel-111
213,intel,intel-111
234,intel,intel-111
222,intel,intel-111
247,intel,intel-111
221,intel,intel-111
207,intel,intel-111
234,intel,intel-111
239,intel,intel-111
239,intel,intel-111
207,intel,intel-111
258,intel,intel-111
233,intel,intel-111
254,intel,intel-111
217,intel,intel-111
204,intel,intel-111
234,intel,intel-111
216,intel,intel-111
205,intel,intel-111
176,intel,intel-111
198,intel,intel-111
230,intel,intel-111
169,intel,intel-111
199,intel,intel-111
194,intel,intel-111
197,intel,intel-111
193,intel,intel-111
229,intel,intel-111
235,intel,intel-111
207,intel,intel-111
153,intel,intel-111
193,intel,intel-111
236,intel,intel-111
217,intel,intel-111
238,intel,intel-111
237,intel,intel-111
179,intel,intel-111
172,intel,intel-111
210,intel,intel-111
226,intel,intel-111
233,intel,intel-111
198,intel,intel-111
179,intel,intel-111
228,intel,intel-111
166,intel,intel-111
213,intel,intel-111
206,intel,intel-111
229,intel,intel-111
178,intel,intel-111
233,intel,intel-111
220,intel,intel-111
243,intel,intel-111
235,intel,intel-111
228,intel,intel-111
164,intel,intel-111
201,intel,intel-111
224,intel,intel-111
233,intel,intel-111
245,intel,intel-111
214,intel,intel-111
199,intel,intel-111
211,intel,intel-111
218,intel,intel-111
224,intel,intel-111
220,intel,intel-111
237,intel,intel-111
250,intel,intel-111
239,intel,intel-111
202,intel,intel-111
210,intel,intel-111
239,intel,intel-111
229,intel,intel-111
249,intel,intel-111
237,intel,intel-111
242,intel,intel-111
201,intel,intel-111
288,intel,intel-111
243,intel,intel-111
248,intel,intel-111
209,intel,intel-111
204,intel,intel-111
266,intel,intel-111
233,intel,intel-111
237,intel,intel-111
225,intel,intel-111
226,intel,intel-111
210,intel,intel-111
262,intel,intel-111
237,intel,intel-111
250,intel,intel-111
242,intel,intel-111
213,intel,intel-111
235,intel,intel-111
223,intel,intel-111
225,intel,intel-111
211,intel,intel-111
206,intel,intel-111
246,intel,intel-111
207,intel,intel-111
212,intel,intel-111
254,intel,intel-111
219,intel,intel-111
248,intel,intel-111
228,intel,intel-111
219,intel,intel-111
277,intel,intel-111
256,intel,intel-111
243,intel,intel-111
215,intel,intel-111
231,intel,intel-111
217,intel,intel-111
249,intel,intel-111
232,intel,intel-111
243,intel,intel-111
225,intel,intel-111
206,intel,intel-111
229,intel,intel-111
227,intel,intel-111
252,intel,intel-111
166,intel,intel-111
227,intel,intel-111
233,intel,intel-111
198,intel,intel-111
238,intel,intel-111
222,intel,intel-111
219,intel,intel-111
232,intel,intel-111
248,intel,intel-111
259,intel,intel-111
256,intel,intel-111
232,intel,intel-111
228,intel,intel-111
235,intel,intel-111
254,intel,intel-111
207,intel,intel-111
203,intel,intel-111
196,intel,intel-111
259,intel,intel-111
212,intel,intel-111
238,intel,intel-111
174,intel,intel-111
191,intel,intel-111
249,intel,intel-111
265,intel,intel-111
246,intel,intel-111
281,intel,intel-111
227,intel,intel-111
259,intel,intel-111
229,intel,intel-111
219,intel,intel-111
225,intel,intel-111
230,intel,intel-111
216,intel,intel-111
203,intel,intel-111
215,intel,intel-111
242,intel,intel-111
264,intel,intel-111
227,intel,intel-111
264,intel,intel-111
163,intel,intel-111
221,intel,intel-111
205,intel,intel-111
225,intel,intel-111
248,intel,intel-111
225,intel,intel-111
229,intel,intel-111
249,intel,intel-111
247,intel,intel-111
237,intel,intel-111
211,intel,intel-111
250,intel,intel-111
215,intel,intel-111
218,intel,intel-111
245,intel,intel-111
194,intel,intel-111
239,intel,intel-111
193,intel,intel-111
106,intel,intel-111
107,intel,intel-111
106,intel,intel-111
104,intel,intel-111
108,intel,intel-111
105,intel,intel-111
104,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
101,intel,intel-111
101,intel,intel-111
103,intel,intel-111
102,intel,intel-111
103,intel,intel-111
103,intel,intel-111
104,intel,intel-111
105,intel,intel-111
103,intel,intel-111
104,intel,intel-111
104,intel,intel-111
99,intel,intel-111
100,intel,intel-111
100,intel,intel-111
102,intel,intel-111
102,intel,intel-111
104,intel,intel-111
103,intel,intel-111
101,intel,intel-111
101,intel,intel-111
101,intel,intel-111
102,intel,intel-111
102,intel,intel-111
100,intel,intel-111
100,intel,intel-111
98,intel,intel-111
99,intel,intel-111
101,intel,intel-111
104,intel,intel-111
102,intel,intel-111
103,intel,intel-111
102,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
101,intel,intel-111
102,intel,intel-111
103,intel,intel-111
100,intel,intel-111
99,intel,intel-111
103,intel,intel-111
98,intel,intel-111
99,intel,intel-111
102,intel,intel-111
99,intel,intel-111
105,intel,intel-111
105,intel,intel-111
101,intel,intel-111
103,intel,intel-111
101,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
101,intel,intel-111
102,intel,intel-111
99,intel,intel-111
99,intel,intel-111
103,intel,intel-111
99,intel,intel-111
100,intel,intel-111
102,intel,intel-111
102,intel,intel-111
101,intel,intel-111
103,intel,intel-111
100,intel,intel-111
99,intel,intel-111
101,intel,intel-111
100,intel,intel-111
101,intel,intel-111
268,intel,intel-111
268,intel,intel-111
256,intel,intel-111
282,intel,intel-111
276,intel,intel-111
260,intel,intel-111
290,intel,intel-111
223,intel,intel-111
273,intel,intel-111
261,intel,intel-111
296,intel,intel-111
283,intel,intel-111
266,intel,intel-111
278,intel,intel-111
247,intel,intel-111
279,intel,intel-111
302,intel,intel-111
276,intel,intel-111
283,intel,intel-111
292,intel,intel-111
269,intel,intel-111
262,intel,intel-111
271,intel,intel-111
257,intel,intel-111
234,intel,intel-111
272,intel,intel-111
268,intel,intel-111
276,intel,intel-111
281,intel,intel-111
248,intel,intel-111
272,intel,intel-111
279,intel,intel-111
271,intel,intel-111
259,intel,intel-111
263,intel,intel-111
240,intel,intel-111
227,intel,intel-111
249,intel,intel-111
236,intel,intel-111
258,intel,intel-111
249,intel,intel-111
244,intel,intel-111
206,intel,intel-111
253,intel,intel-111
225,intel,intel-111
232,intel,intel-111
253,intel,intel-111
259,intel,intel-111
198,intel,intel-111
273,intel,intel-111
252,intel,intel-111
249,intel,intel-111
221,intel,intel-111
227,intel,intel-111
229,intel,intel-111
248,intel,intel-111
231,intel,intel-111
253,intel,intel-111
211,intel,intel-111
233,intel,intel-111
283,intel,intel-111
268,intel,intel-111
242,intel,intel-111
